"","decade","ppn cm/d","eref cm/d","uns1.Qroot","uns1.Qsto","uns1.Rch","uns1.State","uns2.Qroot","uns2.Qsto","uns2.Rch","uns2.State","uns3.Qroot","uns3.Qsto","uns3.Rch","uns3.state","Qsat.inf/seepg","Qsat.drainage","Qsat.recharge","Qsat.storage","Qsat.BC"
"239",239,0.507,0.382,-0.317600942460508,-0.0116263508059854,-0.181145472041186,25.7999750660329,-0.377547242278137,-0.229748956045679,0.097936640016842,27.9627891386094,-0.330025235881064,-0.129782910396721,-0.04770670021326,30.8496125105463,0.740152319291029,-0.359070369958089,1.71921871799032,0.838486584631542,-2.19898776472902
"240",240,0.326,0.257,-0.215524654203274,-0.0822878385195194,-0.028960616302387,25.6772435314011,-0.258050573103775,-0.168660145379943,0.0983519166743952,27.9243249777388,-0.222032684872862,-0.0452141245446149,-0.0592798889102821,30.8178333975012,0.742513410220329,-0.169638885025462,0.506419540153166,1.42881957050564,-1.77438423509628
"241",241,1.014,0.218,-0.176971935183479,-0.0979840373449595,-0.74096977858032,26.0920351872663,-0.157473410800603,-0.928846903538487,0.0925158184835459,27.9349597936708,-0.188339008958303,-0.750762756973753,-0.07523285708952,30.7908576367156,0.713850752228999,-1.38381272377318,7.65634451408305,-3.00157598958213,-3.25852088668604
"242",242,0.156,0.287,-0.238018299483038,0.165520289722373,-0.0881620732459531,26.4037729918506,-0.273860288852925,0.127175402339981,-0.0159983666845386,28.1083498307062,-0.247950897114831,0.181601346136887,-0.0915146669999332,30.7714817838584,0.6726389410119,-1.9979720353851,2.87337799125865,2.11144963388356,-2.99206877706038
"243",243,0.132,0.266,-0.223885202765307,-0.0625680473218103,0.152243289068189,25.8878993584754,-0.267087363601572,0.201966345102885,-0.070732110040859,28.1880741113124,-0.229808148545453,0.200489988088947,-0.104062588248507,30.7645631330262,0.69738524525363,-0.76700463219167,1.3940353927971,1.22070881827903,-1.85144953858619
"244",244,0.05,0.242,-0.203623070913901,0.0952925861886421,0.0552006450588333,25.7187932294455,-0.242989255607445,0.213186058271699,-0.0212067408462442,28.1625477763082,-0.209073578751878,0.26987871401394,-0.11139321650128,30.7676416126093,0.724238587125457,-0.495840134326697,1.97087898849762,0.249459989652079,-1.72473611646126
"245",245,0.129,0.288,-0.243507922191247,-0.0242789784953724,0.139425114239537,25.5107934616813,-0.289177295929522,0.150881264586291,0.00833261689337475,28.0979475428934,-0.248814837522896,0.23333387981903,-0.114150625971707,30.7748978269684,0.758318204117962,-0.248692855899375,0.93173859948456,0.64690708429429,-1.33268144998003
"246",246,0.299,0.171,-0.142775263714562,-0.00654015513980421,-0.154631782808632,25.6514569467469,-0.171012491731508,-0.162555776487346,0.0309472591118839,28.0548421165875,-0.14773380977922,-0.0380228875953439,-0.113912249452153,30.7822064970125,0.730643598627412,-0.343754043405316,3.49438603409429,-1.23748563016099,-1.91037750731612
"247",247,0.079,0.15,-0.126147954326346,-0.0050243383147506,0.0523001019205604,25.6587370693056,-0.150613174963293,0.0379778079998149,0.032359301935744,28.0296721260095,-0.129591061209842,0.16114237471617,-0.111281091686208,30.7873951462265,0.734439160563467,-0.269531873668226,1.4603400061047,0.471972014712193,-1.66479595531568
"248",248,0.514,0.099,-0.0818287120177988,-0.0770931565997027,-0.358390149588576,25.7427537910103,-0.0894323478966295,-0.452053768448074,0.0275462029694943,28.0203145000115,-0.0855301003984956,-0.322094922556844,-0.107880044592695,30.7898256850483,0.714759426556433,-0.629468177213934,5.34060586158923,-2.43263815213663,-2.27255549408098
"249",249,0.435,0.075,-0.0616946406172693,0.00211152594263603,-0.381692775141506,26.254491249899,-0.0691526807105748,-0.315450937129787,-0.0518178668717952,28.1805307294839,-0.0647955306049209,-0.267632913199245,-0.103529951361671,30.7907840149601,0.646590783091607,-1.85653428415732,6.26667798016646,-1.31839292303609,-3.08650036404908
"250",250,0.672,0.053,-0.0430152638431536,-0.0606315673815972,-0.573866890635725,26.503517193663,-0.00636230450231258,-0.191583256131711,-0.47426065012105,28.865549247363,-0.0457888416274774,-0.528219870567054,-0.0985331803965371,30.7985765989344,0.695265104841572,-3.57321708747219,12.2155553356691,-5.0435757905081,-3.58148839170486
